timestamp,I_nA,V_uV,R_uOhm,chip_temp_C,note
2026-07-20 17:31:30,14998464,321240,21418210,-172.4907,
2026-07-20 17:31:31,14999174,321257,21418320,-172.4901,
2026-07-20 17:31:32,14998924,321251,21418260,-172.4904,
2026-07-20 17:31:33,14998840,321249,21418240,-172.4906,
2026-07-20 17:31:34,14998580,321243,21418214,-172.4907,
2026-07-20 17:31:35,14998470,321239,21418136,-172.4912,
2026-07-20 17:31:36,14998396,321238,21418126,-172.4912,
2026-07-20 17:31:37,14998302,321235,21418090,-172.4915,
2026-07-20 17:31:38,14999044,321253,21418234,-172.4906,
2026-07-20 17:31:39,14998920,321251,21418244,-172.4905,
2026-07-20 17:31:40,14999592,321266,21418304,-172.4902,
2026-07-20 17:31:41,15000290,321283,21418432,-172.4894,
2026-07-20 17:31:42,15000134,321278,21418362,-172.4898,
2026-07-20 17:31:43,14999886,321272,21418306,-172.4902,
2026-07-20 17:31:44,15000408,321284,21418378,-172.4897,
2026-07-20 17:31:45,14999914,321272,21418284,-172.4903,
2026-07-20 17:31:46,14999518,321263,21418252,-172.4905,
2026-07-20 17:31:47,14999162,321255,21418166,-172.4910,
2026-07-20 17:31:48,14999708,321268,21418292,-172.4902,
2026-07-20 17:31:49,14999512,321263,21418222,-172.4907,
2026-07-20 17:31:50,14999232,321256,21418170,-172.4910,
2026-07-20 17:31:51,14999024,321251,21418120,-172.4913,
2026-07-20 17:31:52,14998728,321244,21418052,-172.4917,
2026-07-20 17:31:53,14998590,321240,21418012,-172.4919,
2026-07-20 17:31:54,14998540,321239,21418042,-172.4917,
2026-07-20 17:31:55,14998570,321240,21418050,-172.4917,
2026-07-20 17:31:56,14998602,321240,21418022,-172.4919,
2026-07-20 17:31:57,14999474,321260,21418058,-172.4917,
2026-07-20 17:31:58,14999392,321258,21418040,-172.4918,
2026-07-20 17:31:59,14999964,321271,21418128,-172.4912,
2026-07-20 17:32:00,14999674,321263,21418030,-172.4918,
2026-07-20 17:32:01,14999522,321260,21417994,-172.4920,
2026-07-20 17:32:02,14999418,321258,21418014,-172.4919,
2026-07-20 17:32:03,14999210,321253,21417966,-172.4922,
2026-07-20 17:32:04,14999174,321250,21417878,-172.4927,
2026-07-20 17:32:05,14999968,321269,21417986,-172.4921,
2026-07-20 17:32:06,14999564,321260,21417976,-172.4921,
2026-07-20 17:32:07,14999244,321253,21417946,-172.4923,
2026-07-20 17:32:08,14999174,321251,21417912,-172.4925,
2026-07-20 17:32:09,14999138,321253,21418128,-172.4912,
2026-07-20 17:32:10,14999074,321255,21418306,-172.4902,
2026-07-20 17:32:11,14999008,321256,21418462,-172.4892,
2026-07-20 17:32:12,14999944,321279,21418676,-172.4879,
2026-07-20 17:32:13,14999438,321268,21418664,-172.4880,
2026-07-20 17:32:14,14999148,321261,21418610,-172.4883,
2026-07-20 17:32:15,14998850,321255,21418630,-172.4882,
2026-07-20 17:32:16,14998728,321252,21418626,-172.4882,
2026-07-20 17:32:17,14999548,321272,21418748,-172.4875,
2026-07-20 17:32:18,14999204,321264,21418704,-172.4878,
2026-07-20 17:32:19,14998854,321255,21418622,-172.4883,
2026-07-20 17:32:20,14999540,321270,21418682,-172.4879,
2026-07-20 17:32:21,14999964,321280,21418728,-172.4876,
2026-07-20 17:32:22,14999414,321266,21418584,-172.4885,
2026-07-20 17:32:23,14999822,321276,21418642,-172.4881,
2026-07-20 17:32:24,15000212,321285,21418704,-172.4878,
2026-07-20 17:32:25,15000466,321291,21418714,-172.4877,
2026-07-20 17:32:26,14999912,321277,21418582,-172.4885,
2026-07-20 17:32:27,14999422,321265,21418508,-172.4890,
2026-07-20 17:32:28,14999894,321276,21418570,-172.4886,
2026-07-20 17:32:29,14999360,321264,21418516,-172.4889,
2026-07-20 17:32:30,14999884,321277,21418642,-172.4881,
2026-07-20 17:32:31,14999512,321267,21418514,-172.4889,
2026-07-20 17:32:32,14999140,321258,21418440,-172.4894,
2026-07-20 17:32:33,14998824,321251,21418380,-172.4897,
2026-07-20 17:32:34,14999360,321262,21418406,-172.4896,
2026-07-20 17:32:35,14999902,321275,21418454,-172.4893,
2026-07-20 17:32:36,14999518,321265,21418356,-172.4899,
2026-07-20 17:32:37,15000002,321277,21418444,-172.4893,
2026-07-20 17:32:38,15000308,321284,21418470,-172.4892,
2026-07-20 17:32:39,15000492,321289,21418576,-172.4885,
2026-07-20 17:32:40,15000668,321293,21418602,-172.4884,
2026-07-20 17:32:41,15000958,321300,21418624,-172.4883,
2026-07-20 17:32:42,15000410,321287,21418538,-172.4888,
2026-07-20 17:32:43,14999944,321276,21418500,-172.4890,
2026-07-20 17:32:44,15000184,321283,21418582,-172.4885,
2026-07-20 17:32:45,15000406,321288,21418610,-172.4883,
2026-07-20 17:32:46,15000800,321298,21418698,-172.4878,
2026-07-20 17:32:47,15000982,321302,21418704,-172.4878,
2026-07-20 17:32:48,15000316,321285,21418578,-172.4885,
2026-07-20 17:32:49,15000498,321290,21418616,-172.4883,
2026-07-20 17:32:50,15000578,321292,21418626,-172.4882,
2026-07-20 17:32:51,14999828,321274,21418516,-172.4889,
2026-07-20 17:32:52,14999320,321261,21418392,-172.4896,
2026-07-20 17:32:53,14999846,321274,21418464,-172.4892,
2026-07-20 17:32:54,15000342,321285,21418502,-172.4890,
2026-07-20 17:32:55,15000740,321294,21418540,-172.4888,
2026-07-20 17:32:56,15000976,321299,21418510,-172.4889,
2026-07-20 17:32:57,15000172,321280,21418434,-172.4894,
2026-07-20 17:32:58,15000390,321285,21418458,-172.4893,
2026-07-20 17:32:59,14999882,321273,21418370,-172.4898,
2026-07-20 17:33:00,14999566,321265,21418292,-172.4902,
2026-07-20 17:33:01,15000086,321278,21418378,-172.4897,
2026-07-20 17:33:02,14999636,321266,21418286,-172.4903,
2026-07-20 17:33:03,15000306,321283,21418414,-172.4895,
2026-07-20 17:33:04,14999622,321268,21418384,-172.4897,
2026-07-20 17:33:05,15000006,321277,21418460,-172.4892,
2026-07-20 17:33:06,15000322,321284,21418450,-172.4893,
2026-07-20 17:33:07,14999730,321270,21418398,-172.4896,
2026-07-20 17:33:08,14999320,321261,21418360,-172.4898,
2026-07-20 17:33:09,14999920,321275,21418432,-172.4894,
2026-07-20 17:33:10,14999502,321265,21418370,-172.4898,
2026-07-20 17:33:11,14999328,321261,21418362,-172.4898,
2026-07-20 17:33:12,14999964,321277,21418502,-172.4890,
2026-07-20 17:33:13,15000300,321285,21418576,-172.4885,
2026-07-20 17:33:14,15000672,321295,21418698,-172.4878,
2026-07-20 17:33:15,15000672,321296,21418788,-172.4873,
2026-07-20 17:33:16,14999834,321277,21418720,-172.4877,
2026-07-20 17:33:17,14999334,321266,21418654,-172.4881,
2026-07-20 17:33:18,14999818,321278,21418762,-172.4874,
2026-07-20 17:33:19,15000226,321288,21418870,-172.4868,
2026-07-20 17:33:20,15000496,321295,21418972,-172.4862,
2026-07-20 17:33:21,14999682,321277,21418904,-172.4866,
2026-07-20 17:33:22,15000004,321285,21419018,-172.4859,
2026-07-20 17:33:23,15000266,321292,21419106,-172.4854,
2026-07-20 17:33:24,15000394,321295,21419126,-172.4852,
2026-07-20 17:33:25,15000510,321299,21419234,-172.4846,
2026-07-20 17:33:26,14999786,321283,21419198,-172.4848,
2026-07-20 17:33:27,15000092,321292,21419314,-172.4841,
2026-07-20 17:33:28,14999594,321281,21419302,-172.4842,
2026-07-20 17:33:29,15000068,321293,21419420,-172.4835,
2026-07-20 17:33:30,15000246,321298,21419500,-172.4830,
2026-07-20 17:33:31,15000540,321306,21419614,-172.4823,
2026-07-20 17:33:32,14999966,321293,21419566,-172.4826,
2026-07-20 17:33:33,15000272,321301,21419664,-172.4820,
2026-07-20 17:33:34,15000466,321307,21419780,-172.4813,
2026-07-20 17:33:35,15000768,321316,21419942,-172.4803,
2026-07-20 17:33:36,14999990,321298,21419884,-172.4807,
2026-07-20 17:33:37,14999620,321290,21419894,-172.4806,
2026-07-20 17:33:38,14999910,321298,21419968,-172.4802,
2026-07-20 17:33:39,15000224,321307,21420118,-172.4793,
2026-07-20 17:33:40,15000596,321317,21420290,-172.4783,
2026-07-20 17:33:41,15000074,321306,21420298,-172.4782,
2026-07-20 17:33:42,14999638,321297,21420300,-172.4782,
2026-07-20 17:33:43,14999308,321290,21420310,-172.4781,
2026-07-20 17:33:44,14998886,321281,21420304,-172.4782,
2026-07-20 17:33:45,14998634,321276,21420346,-172.4779,
2026-07-20 17:33:46,14999320,321294,21420552,-172.4767,
2026-07-20 17:33:47,14999854,321308,21420750,-172.4755,
2026-07-20 17:33:48,14999284,321296,21420724,-172.4757,
2026-07-20 17:33:49,14998940,321288,21420708,-172.4758,
2026-07-20 17:33:50,14998684,321283,21420754,-172.4755,
2026-07-20 17:33:51,14999582,321306,21421014,-172.4739,
2026-07-20 17:33:52,14999966,321317,21421194,-172.4728,
2026-07-20 17:33:53,15000134,321323,21421314,-172.4721,
2026-07-20 17:33:54,15000128,321324,21421442,-172.4713,
2026-07-20 17:33:55,14999368,321309,21421498,-172.4710,
2026-07-20 17:33:56,14999844,321321,21421616,-172.4703,
2026-07-20 17:33:57,14999324,321310,21421636,-172.4702,
2026-07-20 17:33:58,14999802,321323,21421840,-172.4690,
2026-07-20 17:33:59,15000252,321335,21421992,-172.4680,
2026-07-20 17:34:00,15000590,321344,21422106,-172.4674,
2026-07-20 17:34:01,15000778,321351,21422282,-172.4663,
2026-07-20 17:34:02,15000100,321336,21422260,-172.4664,
2026-07-20 17:34:03,14999562,321324,21422246,-172.4665,
2026-07-20 17:34:04,15000248,321341,21422378,-172.4657,
2026-07-20 17:34:05,15000486,321348,21422510,-172.4649,
2026-07-20 17:34:06,15000568,321353,21422712,-172.4637,
2026-07-20 17:34:07,15000744,321358,21422814,-172.4631,
2026-07-20 17:34:08,15000912,321364,21422946,-172.4623,
2026-07-20 17:34:09,15001028,321368,21423040,-172.4618,
2026-07-20 17:34:10,15001210,321374,21423176,-172.4609,
2026-07-20 17:34:11,15001384,321379,21423316,-172.4601,
2026-07-20 17:34:12,15000786,321366,21423260,-172.4604,
2026-07-20 17:34:13,15000152,321353,21423316,-172.4601,
2026-07-20 17:34:14,15000394,321360,21423458,-172.4593,
2026-07-20 17:34:15,15000696,321369,21423602,-172.4584,
2026-07-20 17:34:16,15000840,321374,21423730,-172.4576,
2026-07-20 17:34:17,15001030,321380,21423858,-172.4569,
2026-07-20 17:34:18,15001118,321384,21423972,-172.4562,
2026-07-20 17:34:19,15001108,321386,21424122,-172.4553,
2026-07-20 17:34:20,15000432,321371,21424130,-172.4552,
2026-07-20 17:34:21,15000660,321378,21424238,-172.4546,
2026-07-20 17:34:22,15000662,321379,21424332,-172.4540,
2026-07-20 17:34:23,14999946,321364,21424340,-172.4540,
2026-07-20 17:34:24,14999466,321354,21424364,-172.4538,
2026-07-20 17:34:25,14999890,321365,21424510,-172.4529,
2026-07-20 17:34:26,15000216,321374,21424648,-172.4521,
2026-07-20 17:34:27,15000554,321383,21424748,-172.4515,
2026-07-20 17:34:28,15000676,321387,21424858,-172.4509,
2026-07-20 17:34:29,15000730,321390,21424934,-172.4504,
2026-07-20 17:34:30,15000726,321391,21425050,-172.4497,
2026-07-20 17:34:31,15000936,321398,21425168,-172.4490,
2026-07-20 17:34:32,15001038,321401,21425268,-172.4484,
2026-07-20 17:34:33,15000228,321383,21425210,-172.4487,
2026-07-20 17:34:34,14999622,321369,21425168,-172.4490,
2026-07-20 17:34:35,14999194,321361,21425208,-172.4488,
2026-07-20 17:34:36,14999610,321372,21425338,-172.4480,
2026-07-20 17:34:37,14999998,321382,21425482,-172.4471,
2026-07-20 17:34:38,14999392,321369,21425482,-172.4471,
2026-07-20 17:34:39,14999944,321384,21425668,-172.4460,
2026-07-20 17:34:40,15000350,321395,21425800,-172.4452,
2026-07-20 17:34:41,14999694,321380,21425776,-172.4453,
2026-07-20 17:34:42,15000164,321392,21425892,-172.4446,
2026-07-20 17:34:43,14999526,321379,21425914,-172.4445,
2026-07-20 17:34:44,14999086,321369,21425910,-172.4445,
2026-07-20 17:34:45,14998644,321360,21425914,-172.4445,
2026-07-20 17:34:46,14999206,321374,21426074,-172.4436,
2026-07-20 17:34:47,14999880,321391,21426258,-172.4425,
2026-07-20 17:34:48,15000256,321401,21426350,-172.4419,
2026-07-20 17:34:49,15000388,321405,21426452,-172.4413,
2026-07-20 17:34:50,14999890,321394,21426426,-172.4414,
2026-07-20 17:34:51,14999508,321387,21426486,-172.4411,
2026-07-20 17:34:52,14999108,321379,21426534,-172.4408,
2026-07-20 17:34:53,14998884,321375,21426564,-172.4406,
2026-07-20 17:34:54,14999536,321391,21426748,-172.4395,
2026-07-20 17:34:55,14999858,321400,21426878,-172.4387,
2026-07-20 17:34:56,15000294,321412,21427014,-172.4379,
2026-07-20 17:34:57,15000648,321421,21427106,-172.4374,
2026-07-20 17:34:58,15000972,321429,21427216,-172.4367,
2026-07-20 17:34:59,15000264,321413,21427182,-172.4369,
2026-07-20 17:35:00,14999730,321402,21427154,-172.4371,
2026-07-20 17:35:01,14999322,321393,21427166,-172.4370,
2026-07-20 17:35:02,14998924,321385,21427200,-172.4368,
2026-07-20 17:35:03,14999380,321397,21427362,-172.4358,
2026-07-20 17:35:04,14999620,321404,21427490,-172.4351,
2026-07-20 17:35:05,14999966,321414,21427616,-172.4343,
2026-07-20 17:35:06,14999994,321415,21427704,-172.4338,
2026-07-20 17:35:07,15000164,321420,21427788,-172.4333,
2026-07-20 17:35:08,14999526,321406,21427758,-172.4335,
2026-07-20 17:35:09,14999942,321417,21427910,-172.4325,
2026-07-20 17:35:10,15000246,321426,21428026,-172.4318,
2026-07-20 17:35:11,15000502,321432,21428104,-172.4314,
2026-07-20 17:35:12,15000508,321433,21428150,-172.4311,
2026-07-20 17:35:13,14999794,321416,21428044,-172.4317,
2026-07-20 17:35:14,15000098,321424,21428150,-172.4311,
2026-07-20 17:35:15,15000456,321434,21428264,-172.4304,
2026-07-20 17:35:16,15000648,321439,21428338,-172.4300,
2026-07-20 17:35:17,15000188,321429,21428340,-172.4300,
2026-07-20 17:35:18,14999750,321419,21428314,-172.4301,
2026-07-20 17:35:19,14999300,321409,21428290,-172.4303,
2026-07-20 17:35:20,14998964,321401,21428220,-172.4307,
2026-07-20 17:35:21,14999466,321414,21428348,-172.4299,
2026-07-20 17:35:22,14999954,321426,21428482,-172.4291,
2026-07-20 17:35:23,15000264,321434,21428562,-172.4286,
2026-07-20 17:35:24,15000544,321441,21428628,-172.4282,
2026-07-20 17:35:25,14999708,321422,21428550,-172.4287,
2026-07-20 17:35:26,14999810,321425,21428624,-172.4283,
2026-07-20 17:35:27,14999362,321415,21428566,-172.4286,
2026-07-20 17:35:28,14999458,321418,21428618,-172.4283,
2026-07-20 17:35:29,14999826,321427,21428710,-172.4277,
2026-07-20 17:35:30,15000000,321432,21428774,-172.4274,
2026-07-20 17:35:31,15000262,321438,21428834,-172.4270,
2026-07-20 17:35:32,15000410,321442,21428848,-172.4269,
2026-07-20 17:35:33,15000598,321445,21428832,-172.4270,
2026-07-20 17:35:34,14999768,321426,21428718,-172.4277,
2026-07-20 17:35:35,15000078,321433,21428778,-172.4273,
2026-07-20 17:35:36,14999406,321417,21428676,-172.4279,
2026-07-20 17:35:37,14999918,321430,21428766,-172.4274,
2026-07-20 17:35:38,14999464,321419,21428694,-172.4278,
2026-07-20 17:35:39,15000092,321434,21428832,-172.4270,
2026-07-20 17:35:40,15000330,321440,21428888,-172.4267,
2026-07-20 17:35:41,15000706,321449,21428940,-172.4264,
2026-07-20 17:35:42,15000716,321451,21429026,-172.4258,
2026-07-20 17:35:43,15000146,321437,21428930,-172.4264,
2026-07-20 17:35:44,15000248,321440,21428956,-172.4263,
2026-07-20 17:35:45,15000392,321443,21429002,-172.4260,
2026-07-20 17:35:46,14999734,321427,21428864,-172.4268,
2026-07-20 17:35:47,14999270,321416,21428808,-172.4272,
2026-07-20 17:35:48,14999724,321426,21428826,-172.4270,
2026-07-20 17:35:49,15000146,321436,21428880,-172.4267,
2026-07-20 17:35:50,15000344,321442,21428946,-172.4263,
2026-07-20 17:35:51,15000574,321447,21428994,-172.4260,
2026-07-20 17:35:52,14999928,321432,21428894,-172.4266,
2026-07-20 17:35:53,14999350,321418,21428794,-172.4272,
2026-07-20 17:35:54,14999140,321413,21428728,-172.4276,
2026-07-20 17:35:55,14999644,321424,21428782,-172.4273,
2026-07-20 17:35:56,15000050,321434,21428872,-172.4268,
2026-07-20 17:35:57,14999470,321420,21428758,-172.4275,
2026-07-20 17:35:58,15000012,321432,21428798,-172.4272,
2026-07-20 17:35:59,15000382,321440,21428816,-172.4271,
2026-07-20 17:36:00,15000586,321445,21428812,-172.4271,
2026-07-20 17:36:01,14999944,321430,21428748,-172.4275,
2026-07-20 17:36:02,14999680,321424,21428700,-172.4278,
2026-07-20 17:36:03,14999396,321416,21428594,-172.4284,
2026-07-20 17:36:04,14999922,321428,21428670,-172.4280,
2026-07-20 17:36:05,15000222,321435,21428670,-172.4280,
2026-07-20 17:36:06,14999634,321421,21428586,-172.4285,
2026-07-20 17:36:07,14999288,321412,21428516,-172.4289,
2026-07-20 17:36:08,14999140,321409,21428462,-172.4292,
2026-07-20 17:36:09,14998898,321403,21428440,-172.4294,
2026-07-20 17:36:10,14998736,321398,21428368,-172.4298,
2026-07-20 17:36:11,14998522,321393,21428298,-172.4302,
2026-07-20 17:36:12,14998574,321394,21428288,-172.4303,
2026-07-20 17:36:13,14998604,321394,21428242,-172.4305,
2026-07-20 17:36:14,14999168,321407,21428324,-172.4301,
2026-07-20 17:36:15,14999646,321418,21428342,-172.4299,
2026-07-20 17:36:16,14999194,321406,21428232,-172.4306,
2026-07-20 17:36:17,14999676,321417,21428272,-172.4304,
2026-07-20 17:36:18,14999868,321422,21428304,-172.4302,
2026-07-20 17:36:19,14999380,321409,21428176,-172.4309,
2026-07-20 17:36:20,14999740,321418,21428248,-172.4305,
2026-07-20 17:36:21,15000002,321424,21428274,-172.4304,
2026-07-20 17:36:22,14999396,321409,21428144,-172.4311,
2026-07-20 17:36:23,14999752,321418,21428194,-172.4308,
2026-07-20 17:36:24,15000094,321425,21428204,-172.4308,
2026-07-20 17:36:25,15000274,321429,21428200,-172.4308,
2026-07-20 17:36:26,14999582,321411,21428014,-172.4319,
2026-07-20 17:36:27,15000014,321421,21428022,-172.4319,
2026-07-20 17:36:28,15000318,321427,21428006,-172.4320,
2026-07-20 17:36:29,15000640,321434,21427988,-172.4321,
2026-07-20 17:36:30,15000768,321436,21427986,-172.4321,
2026-07-20 17:36:31,15000912,321440,21428010,-172.4319,
2026-07-20 17:36:32,15000190,321422,21427852,-172.4329,
2026-07-20 17:36:33,14999640,321408,21427730,-172.4336,
2026-07-20 17:36:34,15000020,321416,21427704,-172.4338,
2026-07-20 17:36:35,15000294,321422,21427708,-172.4338,
2026-07-20 17:36:36,15000658,321431,21427782,-172.4333,
2026-07-20 17:36:37,14999944,321413,21427644,-172.4341,
2026-07-20 17:36:38,15000284,321421,21427676,-172.4339,
2026-07-20 17:36:39,15000650,321429,21427670,-172.4340,
2026-07-20 17:36:40,14999800,321409,21427542,-172.4347,
2026-07-20 17:36:41,15000130,321416,21427564,-172.4346,
2026-07-20 17:36:42,15000368,321421,21427564,-172.4346,
2026-07-20 17:36:43,15000788,321430,21427550,-172.4347,
2026-07-20 17:36:44,15000284,321417,21427404,-172.4356,
2026-07-20 17:36:45,14999888,321407,21427272,-172.4364,
2026-07-20 17:36:46,14999646,321400,21427164,-172.4370,
2026-07-20 17:36:47,14999286,321391,21427054,-172.4377,
2026-07-20 17:36:48,14999036,321384,21427006,-172.4380,
2026-07-20 17:36:49,14998792,321379,21426972,-172.4382,
2026-07-20 17:36:50,14999562,321396,21427040,-172.4378,
2026-07-20 17:36:51,14999204,321387,21426928,-172.4384,
2026-07-20 17:36:52,14999796,321400,21426966,-172.4382,
2026-07-20 17:36:53,15000042,321406,21426984,-172.4381,
2026-07-20 17:36:54,14999520,321393,21426886,-172.4387,
2026-07-20 17:36:55,14999928,321401,21426860,-172.4388,
2026-07-20 17:36:56,15000218,321408,21426876,-172.4387,
2026-07-20 17:36:57,15000284,321409,21426884,-172.4387,
2026-07-20 17:36:58,15000512,321414,21426846,-172.4389,
2026-07-20 17:36:59,14999918,321399,21426744,-172.4395,
2026-07-20 17:37:00,15000256,321407,21426744,-172.4395,
2026-07-20 17:37:01,15000630,321415,21426740,-172.4396,
2026-07-20 17:37:02,15000034,321400,21426634,-172.4402,
2026-07-20 17:37:03,15000324,321406,21426600,-172.4404,
2026-07-20 17:37:04,15000736,321415,21426604,-172.4404,
2026-07-20 17:37:05,15000832,321417,21426582,-172.4405,
2026-07-20 17:37:06,15000168,321399,21426362,-172.4418,
2026-07-20 17:37:07,15000322,321403,21426374,-172.4418,
2026-07-20 17:37:08,15000680,321411,21426404,-172.4416,
2026-07-20 17:37:09,15000872,321415,21426434,-172.4414,
2026-07-20 17:37:10,15001074,321419,21426396,-172.4416,
2026-07-20 17:37:11,15000378,321401,21426224,-172.4427,
